"Display Order","Product Details","ASIN","URL","Image URL","Brand","Price  US$","Parent Level Sales","ASIN Sales","Recent Purchases","Parent Level Revenue","ASIN Revenue","Title Char. Count","BSR","Seller Country/Region","Fees  US$","Active Sellers","Ratings","Review Count","Images","Review velocity","Buy Box","Category","Size Tier","Fulfillment","Dimensions","Weight","ABA Most Clicked","Creation Date","Sponsored","Best Seller","Seller Age (mo)","Seller"
143.,"Hygea Natural Lice Spray for Home & Furniture - Natural Treatment for Head Lice - Family & Pet Friendly - Quick Action Against Infestations - Stain & Scent Free 24oz Spray","B0CH1J5TY8","https://www.amazon.com/dp/B0CH1J5TY8?psc=1","https://m.media-amazon.com/images/I/61cvp7d8K9L._AC_SY355_.jpg","Hygea Natural",23.75,448,220,100,"19,112.31","5,222.52",171,"46,695","US",5.57,1,4.3,148,6,2,"Hygea Natural ™","Health & Household","Large Standard-Size","FBA","9.57 x 2.13 x 5.71 in",1.7,"N/A","Aug 31, 2023",,"No",31,"Hygea Natural ™"
64.,"Steri-fab All-in-One Disinfectant & Insecticide Spray – Kills Bed Bugs, Fleas, Mites, Roaches, Viruses, Fungi, & Odors – Quick-Drying, Non-Residual – 16 Ounce Sprayer Bottle & 1 Gallon Jug","B07YZPSDYP","https://www.amazon.com/dp/B07YZPSDYP?psc=1","https://m.media-amazon.com/images/I/71+HnzjZDcL._AC_SY355_.jpg","Steri-Fab",67.27,72,72,50,"5,023.62","5,023.06",188,"130,530","US",19.78,1,4.3,168,8,0,"ePest","Health & Household","Large Standard-Size","MFN","13.74 x 5.35 x 8.82 in",9.17,"N/A","Oct 11, 2019",,"No",77,"ePest"
110.,"Steri-fab All-in-One Disinfectant Spray – Kills Bed Bugs, Fleas, Mites, Roaches, Viruses, Fungi, & Odors – Quick-Drying, Non-Residual, 16 Ounce Sprayer Bottle","B000SOJQDA","https://www.amazon.com/dp/B000SOJQDA?psc=1","https://m.media-amazon.com/images/I/61-Jkslc8wL._AC_SY355_.jpg","Steri-Fab",18.2,954,261,"N/A","43,490.34","4,984.67",158,"8,384","N/A",7.92,9,4.4,"1,969",8,15,,"Patio, Lawn & Garden","Large Standard-Size","FBA","7.70 x 2.40 x 2.50 in",1,"N/A","Jun 27, 2007",,"No",225,
72.,"BugMD Bed Bug & Mite Spray - TSA Approved 3 oz - Child & Pet Safe, Stain & Odor Free - Lice, Tick, Fly, Mosquito, Flea, Dust Mite Treatment - Travel Essential for Hotels, Suitcases, Backpacks, Shoes","B0D97F1HH2","https://www.amazon.com/dp/B0D97F1HH2?psc=1","https://m.media-amazon.com/images/I/71l7nXFazpL._AC_SY355_.jpg","BugMD",12.49,387,387,200,"4,830.32","4,826.35",198,"56,459","US",5.55,1,4,866,6,13,"Pur Theory","Health & Household","Large Standard-Size","FBA","5.55 x 1.42 x 1.46 in",0.22,"N/A","Aug 15, 2024",,"No",19,"Pur Theory"
82.,"BugMD Bed Bug & Mite Spray - TSA Approved 3 oz - Child & Pet Safe, Stain & Odor Free - Lice, Tick, Fly, Mosquito, Flea, Dust Mite Treatment - Travel Essential for Hotels, Suitcases, Backpacks, Shoes","B0D97F1HH2","https://www.amazon.com/dp/B0D97F1HH2?psc=1","https://m.media-amazon.com/images/I/71l7nXFazpL._AC_SY355_.jpg","BugMD",12.49,387,387,200,"4,830.32","4,826.35",198,"56,459","US",5.55,1,4,866,6,13,"Pur Theory","Health & Household","Large Standard-Size","FBA","5.55 x 1.42 x 1.46 in",0.22,"N/A","Aug 15, 2024",,"No",19,"Pur Theory"
55.,"All Natural Bed Bug Spray - Non-Toxic Bed Bug Killer - 2 Bottle Value Bed Bug Spray Travel Size - Fast-Acting Bed Bug Killer | Kills Fleas and Mites","B0CQPL65QX","https://www.amazon.com/dp/B0CQPL65QX?psc=1","https://m.media-amazon.com/images/I/81pTKvgiI2L._AC_SY355_PIbundle-2,TopRight,0,0_SH20_.jpg","GARDENIX DECOR",9.99,569,481,400,"6,108.79","4,799.03",148,"44,939","US",4.88,1,4.3,644,7,17,"Cyclone Brands","Health & Household","Large Standard-Size","FBA","5.67 x 1.77 x 3.66 in",0.6,"N/A","Dec 20, 2023",,"No",27,"Cyclone Brands"
84.,"Premo Plus+ Bed Bug Spray Extra Strength – 32 oz – Fast Acting Bed Bug Treatment & Killer – Stain & Scent Free – Child & Pet Safe – Powerful New Stronger Formula – Natural with No Harmful Chemicals","B0D4BZZWJX","https://www.amazon.com/dp/B0D4BZZWJX?psc=1","https://m.media-amazon.com/images/I/61OQbbrZtvL._AC_SY355_.jpg","Premo Guard",39.97,144,112,50,"7,674.65","4,473.25",197,"91,359","US",12.24,1,4.1,163,7,4,"Premo Guard LLC","Health & Household","Large Standard-Size","FBA","11.10 x 3.74 x 4.29 in",2.27,"N/A","May 16, 2024",,"No",22,"Premo Guard LLC"
40.,"Hygea Natural Lice, Mite, and Bed Bug Killer Natural Spray - Child & Pet Friendly - Immediate Results - Stain & Odor Free (24 Ounce)","B08F5GRYDV","https://www.amazon.com/dp/B08F5GRYDV?psc=1","https://m.media-amazon.com/images/I/61zv6dMm0ML._AC_SX355_.jpg","Hygea Natural",23.75,"4,428",172,100,"69,334.68","4,093.74",132,"8,012","US",10.59,1,4.5,"2,862",6,44,"Hygea Natural ™","Health & Household","Large Standard-Size","FBA","9.21 x 2.36 x 6.30 in",2.82,"N/A","Aug 3, 2020",,"No",67,"Hygea Natural ™"
65.,"Nature's Dome Bed Bug Spray – 100% Kill Rate, 1 Gallon Natural Bed Bug & Mite Killer, Destroys Eggs, Kills Resistant Strains, Long-Lasting Protection, Safe for Home Use","B0DS2RT2SG","https://www.amazon.com/dp/B0DS2RT2SG?psc=1","https://m.media-amazon.com/images/I/71yPFKFxgwL._AC_SY355_.jpg","NATURE'S DOME",34.99,654,115,100,"13,788.15","4,018.43",168,"40,140","US",14.46,1,4.2,258,9,23,"Nature's Dome","Health & Household","Large Standard-Size","FBA","11.26 x 4.57 x 7.72 in",8.93,"N/A","Jan 3, 2025",,"No",14,"Nature's Dome"
48.,"Bed Bug & Dust Mite Killer Natural Spray Treatment for Insects - Mattresses, Covers, Carpets & Furniture - Fast Extended Protection. Pet & Kids Safe - No Toxins or Chemicals 128 oz Gallon","B084FK1M3K","https://www.amazon.com/dp/B084FK1M3K?psc=1","https://m.media-amazon.com/images/I/718LSRCb+-L._AC_SY355_.jpg","Natural Armor",39.95,100,100,50,"3,982.79","3,982.68",187,"91,783","US",14.75,1,4,931,8,3,"Natural Armor LLC","Patio, Lawn & Garden","Large Standard-Size","FBA","14.17 x 5.35 x 10.51 in",8.44,"N/A","Feb 2, 2020",,"No",73,"Natural Armor LLC"
51.,"Good Night Bed Bug Spray, 16oz | Odorless, Water-Based, EPA Registered | Eliminates Bed Bugs, Lice, Ticks, Fleas, House Dust Mites | Ideal for Homes, Dormitories, Hotels","B005GWTSPA","https://www.amazon.com/dp/B005GWTSPA?psc=1","https://m.media-amazon.com/images/I/71XqOvEHLBL._AC_SY355_PIbundle-12,TopRight,0,0_SH20_.jpg","Sprayway",25.36,212,194,100,"5,145.8","3,678.52",169,"78,378","US",9.78,1,4.5,777,4,1,"MedsMed","Health & Household","Large Standard-Size","FBA","9.33 x 2.52 x 2.56 in",1.26,"N/A","Jul 20, 2008",,"No",212,"MedsMed"
122.,"The Ecology Works - Dust Mite and Flea Control Powder (2lb) - Eliminate Dust Mites, Fleas & Reduce Allergies, Gentle Hypoallergenic Formula for Fabric, Furniture, Pet Beds & More","B006G8YJXE","https://www.amazon.com/dp/B006G8YJXE?psc=1","https://m.media-amazon.com/images/I/71gTanEIpCL._AC_SY355_.jpg","The Ecology Works",25.99,123,123,100,"3,189.86","3,188.5",178,"133,934","US",9.77,1,4.1,434,6,2,"The Ecology Works, Inc","Health & Household","Large Standard-Size","FBA","10.31 x 3.15 x 8.78 in",2.09,"N/A","Mar 28, 2008",,"No",216,"The Ecology Works, Inc"
129.,"Bed Bug Travel Spray – 3oz | Fast-Acting TSA Approved - Non-Toxic Hotel Treatment - Kills Bedbugs, Eggs & Larvae | Natural, Family & Pet Safe by Bed Bug Patrol","B00467146W","https://www.amazon.com/dp/B00467146W?psc=1","https://m.media-amazon.com/images/I/714f9Z-3RmL._AC_SY355_.jpg","Bed Bug Patrol",13.49,259,231,100,"4,030.68","3,090.96",159,"73,198","US",6.96,1,4.4,"1,020",12,2,"BuyNaturally","Health & Household","Large Standard-Size","FBA","6.65 x 1.54 x 1.65 in",0.31,"N/A","Oct 6, 2010",,"No",185,"BuyNaturally"
126.,"Grandpa Gus's Natural Bed Bug Spray, Plant-Based Bug Control for Home, Mattresses, Furniture, Carpets, and Bedding, Kills Bed Bugs and Eggs, Safe for Kids and Pets, 16 fl oz","B0BZDSJDMC","https://www.amazon.com/dp/B0BZDSJDMC?psc=1","https://m.media-amazon.com/images/I/71+CylpPWjL._SY445_.jpg","Grandpa Gus's",18.99,118,118,50,"2,241.31","2,240",173,"100,934","US",7.84,1,3.8,167,9,3,"Enovations","Patio, Lawn & Garden","Large Standard-Size","FBA","8.19 x 2.80 x 3.58 in",1.19,"N/A","Mar 14, 2023",,"No",36,"Enovations"
119.,"Complete Home Allergen Kit| Dust Mite Killer, Allergen Spray and Anti Allergen Laundry Detergent Trio","B0CXBVKTM3","https://www.amazon.com/dp/B0CXBVKTM3?psc=1","https://m.media-amazon.com/images/I/61Vt8DUcTZL._AC_SX355_.jpg","The Ecology Works",59.99,36,36,"N/A","2,174.1","2,173.99",101,"158,487","US",17.44,1,4.1,56,9,0,"The Ecology Works, Inc","Health & Household","Large Standard-Size","FBA","12.76 x 7.24 x 7.52 in",8.95,"N/A","Mar 6, 2024",,"No",24,"The Ecology Works, Inc"
63.,"3-Pack Bed Bug Killer Spray - Travel Size TSA Approved - Repels Bed Bugs, Dust Mites, Lice & Fleas with Natural Essential Oils - Travel Essentials for Women - 3 Fl Oz","B0FQ9ZSK2F","https://www.amazon.com/dp/B0FQ9ZSK2F?psc=1","https://m.media-amazon.com/images/I/71b+3hpRAnL._AC_SY355_PIbundle-3,TopRight,0,0_SH20_.jpg","EGOFLEX",19.99,106,106,50,"2,113.69","2,112.52",166,"137,762","US",6.92,1,4.7,22,6,5,"EGOFLEX","Health & Household","Large Standard-Size","FBA","5.67 x 1.61 x 4.72 in",0.75,"N/A","Sep 9, 2025",,"No",6,"EGOFLEX"
49.,"Bedlam Insecticide Spray - Kills Bed Bugs, Lice, and Dust Mites (17 oz)","B002M4T5SK","https://www.amazon.com/dp/B002M4T5SK?psc=1","https://m.media-amazon.com/images/I/71e6miX-PJL._AC_SY355_.jpg","MGK",20.47,105,105,50,"2,042.69","2,041.55",71,"104,754","AMZ",8.33,1,4.3,656,1,0,"USA-Supply","Health & Household","Large Standard-Size","AMZ","10.12 x 2.80 x 3.66 in",1.34,"N/A","Aug 19, 2009",,"No",199,"USA-Supply"
135.,"Harris Bed Bug and Egg Killer, 16oz Aerosol Spray","B00634G47K","https://www.amazon.com/dp/B00634G47K?psc=1","https://m.media-amazon.com/images/I/61e3wGz2jPL._AC_SY355_.jpg","HARRIS",9.97,197,197,100,"1,961.11","1,960.99",49,"28,604","AMZ",7.01,1,4.3,"1,339",8,2,"Amazon","Patio, Lawn & Garden","Large Standard-Size","AMZ","9.65 x 2.56 x 2.56 in",1.19,"N/A","Sep 5, 2011",,"No",174,"Amazon"
127.,"Bed Bug Spray 16 Oz, Carpet Beetle Killer, Indoor & Outdoor Bug Control for Bug Egg, Mite, Ant, Spider and Flea, Plant Extract Based Non Toxic Bed Bug Killer, Child & Pet Safe","B0D7JTMX2W","https://www.amazon.com/dp/B0D7JTMX2W?psc=1","https://m.media-amazon.com/images/I/61-C2gPQUKL._AC_SY355_.jpg","BugPursuit",19.95,296,87,50,"6,948.43","1,728.35",175,"32,308","US",8.36,1,4.1,483,7,0,"Agriatech Inc","Health & Household","Large Standard-Size","FBA","9.72 x 3.98 x 4.61 in",1.21,"N/A","Mar 29, 2023",,"No",36,"Agriatech Inc"
103.,"Natural Bed Bug Spray, Non-Toxic 16oz Sprayer, Plant-Based Bedbug & Dust Mite Repellent, Safe for Family & Pets, Fast-Acting Treatment Kills Bed Bugs, Mites & Eggs","B0FS66T3X6","https://www.amazon.com/dp/B0FS66T3X6?psc=1","https://m.media-amazon.com/images/I/71U8czrDNGL._AC_SY355_.jpg","Migdracy",24.99,62,59,100,"1,552.15","1,465.91",163,"247,651","US",9.17,1,3.8,7,7,0,"Purepell","Health & Household","Large Standard-Size","FBA","8.23 x 3.50 x 3.74 in",1.34,"N/A","Sep 23, 2025",,"No",6,"Purepell"
104.,"Rid Home Lice, Bedbug And Dust Mite Spray - 5 Ounces (Value Pack of 4)","B004RRC2NA","https://www.amazon.com/dp/B004RRC2NA?psc=1","https://m.media-amazon.com/images/I/81Ez5sSskOL._AC_SY355_PIbundle-4,TopRight,0,0_SH20_.jpg","RID",49.99,28,28,"N/A","1,419.68","1,419.59",70,"218,913","US",13.81,1,4.3,524,6,0,"HAVE A GREAT DAY!","Health & Household","Large Standard-Size","FBA","8.35 x 1.97 x 5.83 in",1.85,"N/A","Mar 12, 2011",,"No",180,"HAVE A GREAT DAY!"
95.,"Ecologic Bed Bug Killer Aerosol, 14 Ounces, Aerosol Formula Made With Lemongrass Oil And Cornmint Oil For Use On Seams, Edges And Tufts Of Mattresses, Bed Frames, Suitcases And More","B08BSLH3TG","https://www.amazon.com/dp/B08BSLH3TG?psc=1","https://m.media-amazon.com/images/I/71EBxWAFZjL._AC_SY355_.jpg","EcoLogic",10.98,174,115,200,"3,969.69","1,260.06",181,"60,739","AMZ",9.32,1,4.3,"2,184",8,18,"Amazon","Health & Household","Large Standard-Size","AMZ","9.29 x 2.40 x 2.44 in",1.08,"N/A","Jun 24, 2020",,"No",69,"Amazon"
43.,"AllerGuard Dust Mite and Bed Bug Spray","B09FNDJ91M","https://www.amazon.com/dp/B09FNDJ91M?psc=1","https://m.media-amazon.com/images/I/6184dd+617L._AC_SY355_.jpg","Allersearch",11.95,99,99,50,"1,179.06","1,177.93",38,"58,315","US",7.84,1,4.2,420,7,4,"AllerGuard Corporation","Patio, Lawn & Garden","Large Standard-Size","FBA","11.42 x 3.39 x 3.66 in",2.29,"N/A","Sep 27, 2021",,"No",54,"AllerGuard Corporation"
133.,"Bed Bug Killer Spray 16 Oz, Green + Non-toxic, 100% Kill + Extended Protection","B00EDTMPFW","https://www.amazon.com/dp/B00EDTMPFW?psc=1","https://m.media-amazon.com/images/I/71f6EAx-8bL._AC_SY355_.jpg","EcoRaider",17.98,64,64,50,"1,150.79","1,150.08",78,"116,744","US",8.11,1,4.2,"3,036",7,0,"Continental Natural","Patio, Lawn & Garden","Large Standard-Size","FBA","11.34 x 3.54 x 3.82 in",1.26,"N/A","Aug 22, 2013",,"No",151,"Continental Natural"
101.,"Steri-fab All-in-One Disinfectant & Insecticide Spray – Kills Bed Bugs, Fleas, Mites, Roaches, Viruses, Fungi, & Odors – Quick-Drying, Non-Residual – 16 Ounce Sprayer Bottle & 1 Gallon Jug","B015BSV1DA","https://www.amazon.com/dp/B015BSV1DA?psc=1","https://m.media-amazon.com/images/I/71QlUohzWlL._SX342_.jpg","Steri-Fab",72.52,15,15,"N/A","1,112.88","1,112.66",188,"288,984","US",20.49,1,4.3,264,8,"N/A","ePest","Patio, Lawn & Garden","Large Standard-Size","MFN","13.00 x 7.50 x 7.50 in",9,"N/A","Jul 11, 2016",,"No",116,"ePest"
118.,"Mite Killer Spray – Kills Dust, Bird, Carpet & Household Mites Fast | Non-Toxic, Kid & Pet Safe Formula for Bedding, Furniture & Home | 1 Gallon","B0GF3J2KN9","https://www.amazon.com/dp/B0GF3J2KN9?psc=1","https://m.media-amazon.com/images/I/81hXeHywakL._SX342_.jpg","Colton's Naturals",79.95,12,12,"N/A",939.84,939.57,144,"379,606","US",20.82,1,4.6,12,6,7,"Colton's Naturals","Patio, Lawn & Garden","Large Standard-Size","FBA","4.00 x 12.00 x 8.00 in",8,"N/A","Jan 5, 2026",,"No",2,"Colton's Naturals"
67.,"The Ecology Works| Dustmite & Flea Control 32-oz. Spray Bottle","B004GY8YMW","https://www.amazon.com/dp/B004GY8YMW?psc=1","https://m.media-amazon.com/images/I/61UCXj-FQaL._AC_SY355_.jpg","The Ecology Works",17.99,50,50,"N/A",891.57,890.97,62,"51,891","US",8.96,1,4.2,583,2,2,"The Ecology Works, Inc","Pet Supplies","Large Standard-Size","FBA","9.53 x 2.87 x 6.54 in",2.56,"N/A","Aug 13, 2010",,"No",187,"The Ecology Works, Inc"
137.,"EcoVenger Bed Bug Killer 2OZ 4 Unit Bundle 100% Kill Efficacy, Bedbugs & Mites, Eggs & The Resistant, Lasting Protection","B0D2HJT741","https://www.amazon.com/dp/B0D2HJT741?psc=1","https://m.media-amazon.com/images/I/61r1IwqBEyL._AC_SY355_.jpg","EcoVenger",14.99,57,57,"N/A",851.45,850.79,120,"87,841","US",6.68,1,4.3,35,7,3,"EcoRaider Store","Patio, Lawn & Garden","Large Standard-Size","FBA","6.50 x 2.68 x 5.35 in",0.64,"N/A","Aug 6, 2015",,"No",127,"EcoRaider Store"
96.,"Bedlam Plus Aerosol 17 oz Quick Knock Down Bed Bugs and Bed Bug Eggs, Ticks and Fleas, Dust Mites, Clothes Moths and Carpet Beetles, chinches de cama","B0184NX0LU","https://www.amazon.com/dp/B0184NX0LU?psc=1","https://m.media-amazon.com/images/I/61X-gvM0B7L._AC_SY355_.jpg","selfhelppestcontrolonline Aoboco",32.76,27,27,"N/A",849.31,848.91,149,"125,540","US",11.06,1,4.6,78,2,0,"Home and Garden Supply","Patio, Lawn & Garden","Large Standard-Size","FBA","9.69 x 2.36 x 2.40 in",1.3,"N/A","Nov 17, 2015",,"No",124,"Home and Garden Supply"
45.,"Bed Bug Spray – Scentless Natural Bed Bug Killer for Home & Mattress, Kills Bed Bugs, Nymphs & Eggs on Contact – Non-Staining, Kid & Pet Safe – Flea, Tick & Dust Mite Control, 16 oz","B0FRSS6XD6","https://www.amazon.com/dp/B0FRSS6XD6?psc=1","https://m.media-amazon.com/images/I/81PUajTNplL._AC_SY355_.jpg","GoneNaturally",24.95,32,32,300,808.16,808.15,181,"54,546","US",8.77,1,4.2,51,7,3,"GreenGuard Products","Health & Household","Large Standard-Size","FBA","7.83 x 2.52 x 6.93 in",1.21,"N/A","Sep 19, 2025",,"No",6,"GreenGuard Products"
121.,"Hygea Natural Extra Strength Bed Bug & Lice Elimination Duo - Extra Strength 24 oz Lice, Bed Bug & Mite Spray & 128 oz Spray Refill - Child & Pet Friendly - Stain & Odor Free - 66% Stronger Formula","B017Y4BPGC","https://www.amazon.com/dp/B017Y4BPGC?psc=1","https://m.media-amazon.com/images/I/61tmRQCKpvL._AC_SY355_.jpg","Hygea Natural",79.99,48,9,"N/A","4,033.73",699.32,197,"216,605","US",17.69,1,4.1,189,7,0,"Hygea Natural ™","Health & Household","Large Standard-Size","FBA","12.48 x 4.33 x 10.16 in",9.99,"N/A","Nov 13, 2015",,"No",124,"Hygea Natural ™"
139.,"Mite-B-Gone Extreme Mite Killer Spray – 1 Gallon (128 oz) | Extra-Strength Plant-Based Formula | Safe for Homes, Pets & Livestock Areas | for Coops, Barns, Bedding & Carpets","B0GFBJTR48","https://www.amazon.com/dp/B0GFBJTR48?psc=1","https://m.media-amazon.com/images/I/61dTiWCiMOL._AC_SY355_.jpg","Mite-B-Gone",95.97,43,7,"N/A","2,080.77",648.27,173,"162,365","US",23.55,1,4.8,6,11,0,"BuyNaturally","Health & Household","Large Standard-Size","FBA","12.00 x 4.00 x 7.00 in",8.9,"N/A","Jan 6, 2026",,"No",2,"BuyNaturally"
60.,"Bed Bug Spray for Mattress 16oz","B0F2ML6YQ7","https://www.amazon.com/dp/B0F2ML6YQ7?psc=1","https://m.media-amazon.com/images/I/71ExQVEfYeL._AC_SY355_.jpg","NatureStop",19.99,29,29,"N/A",588.4,587.95,31,"178,177","US",8.98,1,4.6,7,6,0,"Total Pest Supply","Health & Household","Large Standard-Size","FBA","9.29 x 2.83 x 2.91 in",1.21,"N/A","Mar 27, 2025",,"No",12,"Total Pest Supply"
62.,"Natural Bed Bug Spray 16oz, Plant-Based Bedbug & Dust Mite Repellent, Safe for Family & Pets, Fast-Acting Treatment Kills Bed Bugs, Mites & Eggs","B0FPFP78PG","https://www.amazon.com/dp/B0FPFP78PG?psc=1","https://m.media-amazon.com/images/I/71U8czrDNGL._AC_SY355_.jpg","Migdracy",21.99,23,23,"N/A",558.72,558.37,144,"220,650","US",8.34,1,4.2,17,7,3,"Purepell","Health & Household","Large Standard-Size","FBA","8.15 x 3.31 x 3.82 in",1.23,"N/A","Sep 2, 2025",,"No",6,"Purepell"
71.,"Bed Bug Spray – Natural, Plant-Based Killer for Bed Bugs, Eggs & Nymphs | Fabric & Mattress-Safe Home Treatment for Indoor Use | Child & Pet Safe, Low Odor, Eco-Friendly (22 oz)","B0F44PXC1V","https://www.amazon.com/dp/B0F44PXC1V?psc=1","https://m.media-amazon.com/images/I/71zJ9iXRNgL._AC_SY355_.jpg","ECOPEST",24.99,23,21,50,670.79,513.98,177,"52,381","US",9.17,1,4.2,51,11,0,"Rimbaworks","Patio, Lawn & Garden","Large Standard-Size","FBA","10.04 x 2.56 x 4.06 in",1.5,"N/A","Apr 8, 2025",,"No",11,"Rimbaworks"
58.,"Bed Bug Spray for Home, Mattress, Furniture & Carpet – Bed Bugs Killer Treatment for Dust Mites, Fleas & Lice – Natural Essential Oil Pest Control Spray - 16 Fl Oz","B0FSBN5M8R","https://www.amazon.com/dp/B0FSBN5M8R?psc=1","https://m.media-amazon.com/images/I/51WZegvwbhL._AC_SY355_.jpg","EGOFLEX",21.99,23,23,"N/A",507.71,507.4,163,"409,992","US",7.03,1,4.6,12,7,0,"EGOFLEX","Health & Household","Large Standard-Size","FBA","10.59 x 3.31 x 3.31 in",1.19,"N/A","Sep 11, 2025",,"No",6,"EGOFLEX"
66.,"Bed Bug Killer Spray, 16oz Natural Plant-Based Bedbug Pest Sprays, Non-Toxic Bedbug & Dust Mite Treatment, Effectively Kills Bed Bugs, Mites & Eggs","B0F19CVT1L","https://www.amazon.com/dp/B0F19CVT1L?psc=1","https://m.media-amazon.com/images/I/71U8czrDNGL._AC_SY355_.jpg","Migdracy",22.79,21,21,"N/A",491.77,491.45,147,"268,110","US",9.27,1,4.4,7,7,0,"Purepell","Health & Household","Large Standard-Size","FBA","8.11 x 3.35 x 3.90 in",1.34,"N/A","Mar 12, 2025",,"No",12,"Purepell"
94.,"Claire Bed Bug, lice and dust mite spray, 16 oz- 1 Count","B00UJXK2K6","https://www.amazon.com/dp/B00UJXK2K6?psc=1","https://m.media-amazon.com/images/I/81cPGVPStzS._AC_SY355_.jpg","Claire",21.69,31,23,"N/A","1,193.2",474.13,56,"312,253","AMZ",10.18,1,4.1,31,1,0,"Fast and Precise by Staples","Health & Household","Large Standard-Size","AMZ","9.76 x 3.23 x 3.78 in",1.3,"N/A","Jan 12, 2018",,"No",98,"Fast and Precise by Staples"
115.,"24oz Bed Bug Killer Natural & Effective Bed Bug Spray for Furniture and Bedding, Mattress, Non Staining & Pet Safe, 100% USDA Biobased","B0BM56FLS4","https://www.amazon.com/dp/B0BM56FLS4?psc=1","https://m.media-amazon.com/images/I/612khBp3Y1L._SX342_.jpg","BugPursuit",24.99,14,14,"N/A",339.64,339.43,134,"227,980","US",9.32,1,4.1,285,8,0,"Agriatech Inc","Health & Household","Large Standard-Size","FBA","10.24 x 2.28 x 7.44 in",1.7,"N/A","Dec 13, 2022",,"No",39,"Agriatech Inc"
117.,"Kills Bedbugs II Spray, Water Base, Gallon with Sprayer – Professional-Grade Bed Bug Treatment – Water-Based Formula Safe for Mattresses, Furniture & Upholstery – Fast-Acting, Easy Application","B009ATCUS2","https://www.amazon.com/dp/B009ATCUS2?psc=1","https://m.media-amazon.com/images/I/71d8Wf1P9-L._AC_SY355_.jpg","JT Eaton",21.32,17,17,"N/A",339.14,338.9,192,"188,344","AMZ",12.09,22,4.2,451,8,2,"Amazon","Patio, Lawn & Garden","Large Standard-Size","AMZ","14.65 x 5.43 x 8.94 in",8.84,"N/A","Feb 10, 2010",,"No",193,"Amazon"
116.,"Hygea Natural Spotless Essentials - Indoor pest control - Kills fleas, bed bugs, Dust Mites & Multi-Surface Cleaner spray for Home & Kitchen - Child & Pet Friendly - 24oz (Lavender Breeze Scent)","B0BK2983M7","https://www.amazon.com/dp/B0BK2983M7?psc=1","https://m.media-amazon.com/images/I/61BZ2dp+BBL._AC_SY355_.jpg","Hygea Natural",22.99,29,14,"N/A","1,047.29",332.61,194,"364,575","US",9.27,1,4.4,58,6,0,"Hygea Natural ™","Health & Household","Large Standard-Size","MFN","11.10 x 2.05 x 4.72 in",1.79,"N/A","Jan 11, 2023",,"No",38,"Hygea Natural ™"
112.,"Steri-fab All-in-One Disinfectant & Insecticide Spray – Kills Bed Bugs, Fleas, Mites, Roaches, Viruses, Fungi, & Odors – Quick-Drying, Non-Residual, 16 Ounce Sprayer Bottle","B004GEL7VC","https://www.amazon.com/dp/B004GEL7VC?psc=1","https://m.media-amazon.com/images/I/61-Jkslc8wL._AC_SY355_.jpg","Steri-Fab",23.97,14,14,"N/A",319.82,319.59,172,"264,372","US",9.6,1,4.1,140,8,0,"ePest","Patio, Lawn & Garden","Large Standard-Size","MFN","9.37 x 2.99 x 6.61 in",1.04,"N/A","Dec 15, 2010",,"No",183,"ePest"
136.,"Chomp! Insect and Pest Control Spray, 128 Ounces, Indoor and Outdoor Use, Plant-Based Formula Ants, Bed Bugs, Dust Mites Spiders, Made with Peppermint, Lemongrass, Geraniol","B0DG6ZBJR1","https://www.amazon.com/dp/B0DG6ZBJR1?psc=1","https://m.media-amazon.com/images/I/51n8QDJAJUL._AC_SY355_.jpg","WP CHOMP!",49.97,3,6,"N/A",145.67,306.89,172,"493,983","US",13.6,1,4.5,30,7,1,"Chomp Solutions","Patio, Lawn & Garden","Large Standard-Size","FBA","13.70 x 6.89 x 8.54 in",9.02,"N/A","Sep 5, 2024",,"No",18,"Chomp Solutions"
132.,"Bed Bug Spray – Natural Bed Bug Killer for Mattress, Furniture & Travel | Non-Toxic Natural Bed Bug Treatment for Home","B0G77J2SPN","https://www.amazon.com/dp/B0G77J2SPN?psc=1","https://m.media-amazon.com/images/I/81YftPIkqEL._AC_SY355_.jpg","Colton's Naturals",19.95,12,12,"N/A",231.34,231.22,118,"243,578","US",9.9,1,4.4,26,8,0,"Colton's Naturals","Health & Household","Large Standard-Size","FBA","10.98 x 4.21 x 6.06 in",2.23,"N/A","Dec 15, 2025",,"No",3,"Colton's Naturals"
109.,"Steri-fab All-in-One Disinfectant & Insecticide Spray – Kills Bed Bugs, Fleas, Mites, Roaches, Viruses, Fungi, & Odors – Quick-Drying, Non-Residual, 16 Ounce Sprayer Bottle","B07MKMW6T4","https://www.amazon.com/dp/B07MKMW6T4?psc=1","https://m.media-amazon.com/images/I/61-Jkslc8wL._SX342_.jpg","Steri-Fab",23.96,6,6,"N/A",148.68,148.56,172,"294,135","US",9.41,1,4.2,51,8,0,"ePest","Health & Household","Large Standard-Size","MFN","4.00 x 10.00 x 4.00 in",2,"N/A","Mar 20, 2020",,"No",72,"ePest"
